Gene	Alias
GP1BA	GPIbalpha,GP1B,CD42b
SOBP	FLJ10159
TAGLN2	HA1756,KIAA0120
CD79B	B29,IGB
NADSYN1	FLJ10631
NEDD8	Nedd-8
C18orf63	DKFZP781G0119
DNAJB1	RSPH16B,Hsp40,Sis1,HSPF1
AKAP5	AKAP79,AKAP75
FAM210A	MGC24180,C18orf19,HsT2329
PCDHGC5	PCDH-GAMMA-C5
NAPRT	NAPRT1,PP3856
LYG1	SALW1939
HEATR3	FLJ20718
KRTAP19-2	KAP19.2
ZNF768	FLJ23436
PHYHIP	DYRK1AP3,PAHX-AP,KIAA0273
ZNF555	MGC26707
OIT3	FLJ39116,LZP
METTL21B	FAM119B,EEF1AKMT3
GDF10	BMP-3b
UNC119	HRG4,POC7,POC7A
TEX15	CT42
FDXACB1	hCG_2033039,LOC91893
TMEM171	PRP2
DIABLO	FLJ25049,DFNA64,SMAC,FLJ10537,DIABLO-S
TMEM251	C14orf109,DKFZP564F1123
TMEM116	FLJ90167
ASCC1	Em:AC022392.3,CGI-18,p50,ASC1p50
KLHDC8B	MGC35097
ST3GAL4	CGS23,NANTA3,SAT3,SIAT4,STZ,FLJ11867,SIAT4C
DHX36	DDX36,RHAU,MLEL1,KIAA1488
CLEC4E	CLECSF9,mincle
GDPD3	MGC4171
ERICH6B	FLJ32682,FAM194B
UNC93A	dJ366N23.2,dJ366N23.1
GCC1	MGC20706,GCC1P,FLJ22035,GCC88
FAM49A	CYRIA
TADA2B	MGC21874
OSCP1	C1orf102,NOR1
ZNF419	ZNF419A,ZAPHIR
GGNBP2	DIF3,FLJ22561,DIF-3,FLJ21230,LZK1,ZFP403,ZNF403
ATG14	KIAA0831,ATG14L
STK3	MST2,KRS1
DGKZ	DAGK5,DGK-ZETA,DAGK6,hDGKzeta
NEFH	NFH,NF-H
GPER1	CMKRL2,LyGPR,LERGU2,LERGU,DRY12,GPER,GPCR-Br,CEPR,FEG-1,GPR30
DLEC1	FAP81,DLC1,CFAP81
OR51V1	OR51A12
SCYL2	KIAA1360,CVAK104
GPR144	ADGRD2
UBXN4	UBXDC1,UBXD2,KIAA0242
C1orf122	FLJ45459
WDR59	FLJ12270
STYK1	SuRTK106,DKFZp761P1010,NOK
TEKT5	CT149,FLJ32871
PXMP2	PMP22,MPV17L3
EIF3D	eIF3-zeta,eIF3-p66,EIF3S7
JAK2	JTK10
ARX	ISSX,MRX29,MRX36,MRX33,MRX32,MRX38,MRX87,PRTS,EIEE1,MRX54,CT121,MRX76,MRXS1,MRX43
DCBLD2	CLCP1,ESDN
CENPW	CUG2,C6orf173
NXNL2	C9orf121,RdCVF2
PPID	CYP-40
KIF18A	DKFZP434G2226,PPP1R99
CEP162	C6orf84,QN1,KIAA1009
FDCSP	FDC-SP,C4orf7
CPSF2	KIAA1367,CPSF100
FOXH1	FAST1
PRIMA1	PRIMA
TBC1D32	C6orf170,FLJ34235,dJ310J6.1,BROMI,bA57L9.1,C6orf171,FLJ30899
JARID2	JMJ
ZBTB4	KIAA1538,ZNF903,KAISO-L1
FRMD4A	FRMD4,KIAA1294,FLJ10210,bA295P9.4
MTDH	AEG-1,LYRIC,3D3
SOS1	HGF,GF1,GINGF
KLF2	LKLF
CNTN1	GP135,F3
MT1X	MT-1l,MT1
C1orf158	MGC35194
PRSS3	PRSS4,TRY3,TRY4
AAMDC	CK067,PTD015,FLJ21035,C11orf67
NDRG1	DRG1,CAP43,TDD5,RTP,NDR1
PRSS58	TRYX3
TNIK	KIAA0551
UBE2E1	UbcH6
SLC19A3	THTR2
C19orf71	LOC100128569
KIF26A	DKFZP434N178,KIAA1236
CFB	BFD,BF,H2-Bf
ZNF593	ZT86
POT1	hPot1,DKFZp586D211
ARL6IP1	AIP1,SPG61,ARL6IP,KIAA0069,ARMER
SLK	se20-9,KIAA0204,STK2
LDLR	LDLCQ2
HECTD3	FLJ21156
ZNF473	DKFZP434N043,HZFP100,KIAA1141
EXT2	SOTV
A2M	FWP007,CPAMD5,S863-7
COPS2	TRIP15,CSN2,ALIEN
NDUFA7	B14.5a
RNASEK	MGC71993
ANKRD30BL	ANKRD30BP3,NCRNA00164
HOXA7	HOX1,HOX1A
FAM178A	C10orf6,SLF2
TMA7	CCDC72,HSPC016
IKBKE	IKKE,KIAA0151,IKK-i
FAM114A1	Noxp20
NLRP11	PYPAF6,NALP11,CLR19.6,PAN10,NOD17
FBXL2	FBL3,FBL2
CCBL2	KYAT3
CFAP46	C10orf124,bB137A17.3,C10orf92,bA288G11.5,bA288G11.4,C10orf123,bB137A17.2,DKFZp434A1721,C10orf93,TTC40,FLJ25954
HOXD4	HOX4,HOX4B
RIMS4	dJ781B1.3,C20orf190
ARR3	ARRX
MYBPC2	MGC163408,fsMyBP-C,MYBPCF
WDR46	C6orf11,UTP7,BING4
FAM83C	C20orf128,dJ614O4.7
CARD11	BIMP3,CARMA1
CD3D	T3D
SREK1	DKFZp564B176,SRrp86,SRrp508,SFRS12
RPS27	MPS-1,MPS1,S27
RBM39	HCC1,RNPC2,CAPERalpha,CAPER,fSAP59,CC1.3
KY	FLJ33207
NDUFB11	Np15,ESSS,NP17.3
TEK	VMCM,TIE2,CD202b,VMCM1,TIE-2
OR2AE1	OR2AE2
DEFB129	DEFB-29,bA530N10.3,C20orf87
SMARCA4	FLJ39786,BRG1,SNF2L4,BAF190,SNF2,SNF2-BETA,SNF2LB,SWI2,hSNF2b
E2F8	FLJ23311
CEACAM21	R29124_1,FLJ13540
SPRYD4	DKFZp686N0877
MLST8	GBL,Pop3,Lst8,GbetaL
IMP3	MRPS4,C15orf12,BRMS2,FLJ10968
SLC6A8	CRTR,CT1
BCAS4	FLJ20495,CNOL
SYNJ1	PARK20,INPP5G
AHNAK	MGC5395
C1orf52	FLJ44982,gm117
GPR157	FLJ12132
LIN28A	LIN28,CSDD1,ZCCHC1,FLJ12457,LIN-28
C14orf159	DGLUCY
KIAA1462	JCAD
GALNT12	GalNAc-T12
ACTL6A	Arp4,INO80K,BAF53A,Baf53a,Actl6
TNRC18	TNRC18A,KIAA1856,CAGL79
AMHR2	MISRII,MISR2
CC2D2A	JBTS9,KIAA1345,MKS6
HNRNPH3	2H9,HNRPH3
RPUSD4	FLJ14494
PLTP	BPIFE
NFATC3	NFATX,NFAT4
VSTM1	UNQ3033
TXNL4A	HsT161,TXNL4,U5-15kD,DIM1,SNRNP15,DIB1
PBXIP1	HPIP
RGS16	RGS-r,A28-RGS14
H2AFJ	H2AJ
ERCC8	CKN1,CSA
XIRP1	DKFZp451D042,CMYA1,Xin
PPP1CC	PP1C,PP1gamma
MAP3K10	MEKK10,MLK2,MST
THOC6	WDR58,MGC2655,fSAP35
TAF5L	PAF65B
CNST	FLJ32001,C1orf71,PPP1R64
MOSPD3	NET30,CDS3
C14orf169	RIOX1
PTGS1	COX1,PTGHS,PGHS-1
NUTM2A	FAM22A
LPIN3	LIPN3L,SMP2
DFFB	DFF-40,CPAN,DFF40,CAD
GPR123	ADGRA1
MAGED1	DLXIN-1,NRAGE
FN3KRP	FLJ12171,FN3KL
NEDD4	RPF1,KIAA0093,MGC176705,NEDD4-1
NCAN	CSPG3
CPLX2	CPX-2,DKFZp547D155
OXLD1	C17orf90,MGC104712
DOPEY1	DOP1A,KIAA1117
ZSWIM6	KIAA1577
FAM161B	C14orf44,FLJ31697
MPP7	FLJ32798
CA11	CARP2,CARPX1
ZNF830	OMCG1,MGC20398,CCDC16
APBA1	MINT1,X11,D9S411E
TMEM205	UNQ501,MBC3205
COPG2	2-COP
HSDL2	SDR13C1,C9orf99
LRFN4	MGC3103,SALM3.,FIGLER6
TLN1	ILWEQ,TLN
COPG1	COPG
OR2L13	OR2L14
MGAT5B	GnT-VB,FLJ25132,GnT-IX
POF1B	POF,FLJ22792
SCP2D1	HSD22,C20orf79,dJ1068E13.2
EMC4	TMEM85,PIG17,MGC24415,FLJ90746
HIPK4	FLJ32818
FCAR	CD89
ZFP36L1	Berg36,BRF1,ERF1,RNF162B,cMG1,TIS11B
PHLPP2	KIAA0931,PHLPPL,PPM3B
ARL4A	ARL4
ITGA4	CD49d,CD49D
GAS8	DRC4,GAS11
ARAF	ARAF1
MFSD7	SLC49A3
C11orf70	CFAP300
SCAP	KIAA0199
GCN1L1	GCN1
HSF2BP	MEILB2
CABP7	MGC57793
FRMD1	FLJ22615,FLJ40260,DKFZp434O0117,bA164L23.1,FLJ00181
RNF41	SBBI03,NRDP1
RBM38	seb4B,SEB4D,RNPC1,HSRNASEB,dJ800J21.2
TNFAIP6	TSG6,TSG-6
EXO5	FLJ21144,DEM1,C1orf176
DEPDC4	FLJ33505,DEP.4
SFXN4	SLC56A4
ZNF433	FLJ40981
MUC3A	MUC3
LTB	TNFSF3,p33,TNFC
CKB	CKBB
JAZF1	TIP27,DKFZp761K2222,ZNF802
DYNC2H1	hdhc11,DHC2,DYH1B,DNCH2,DHC1b
LRRC40	FLJ20331
ACTR3	ARP3
TREML2	FLJ13693,dJ238O23.1,TLT2,C6orf76
LSM14B	FT005,FAM61B,FLJ25473,LSM13,C20orf40,RAP55B,bA11M20.3
RNF128	GRAIL,FLJ23516
NMT1	NMT
MED10	TRG20,MGC5309,L6,NUT2
ZBTB14	ZFP161,ZNF478
ORC2	ORC2L
CSAD	PCAP,CSD
RASA1	p120GAP,p120,p120RASGAP,RASA,GAP,CM-AVM
AIFM2	PRG3,AMID,FLJ14497
KCNQ5	Kv7.5
HOXD13	HOX4I,SPD
RAPSN	CMS1E,CMS1D,RNF205
INO80E	FLJ90652,CCDC95
MXD4	MAD4,MST149,bHLHc12,MSTP149
TAF2	TAF2B,TAFII150,CIF150
OOEP	Em:AC019205.2,C6orf156,KHDC2
STRIP1	FAM40A,KIAA1761,FAR11A,FLJ14743
NUDT13	DKFZp586P2219
SOD3	EC-SOD
C3orf36	FLJ22173
VCP	CDC48,p97,IBMPFD,TERA
KRBA1	KIAA1862
NR6A1	GCNF,CT150,RTR,GCNF1
ZNF2	Zfp661,ZNF661,A1-5
KRT3	K3,CK3
ZNRF3	RNF203,BK747E2.3,KIAA1133,FLJ22057
UHRF1	FLJ21925,TDRD22,ICBP90,RNF106,Np95
GLUD2	GLUDP1
POLR2G	hRPB19,hsRPB7,RPB7
TRIM38	RNF15,RORET
PIWIL1	HIWI,PIWI,CT80.1
CACNA1S	MHS5,CACNL1A3,Cav1.1,hypoPP,HOKPP
KCNJ14	IRK4,Kir2.4
DHX34	KIAA0134,DDX34
MADCAM1	MACAM1
GOLGA4	golgin-240,p230,GOLG,GCP2
DRG1	NEDD3
KRTAP10-8	KRTAP18.8,KRTAP18-8,KAP10.8
ZBTB7B	hcKrox,c-Krox,ZFP67,ZBTB15,ZNF857B
EHF	ESE3,ESEJ
POLK	DINB1,POLQ,DINP
USP6	HRP1,Tre-2,Tre2,TRESMCR,TRE17
LSM4	YER112W
HIST2H4A	H4F2,H4FN,H4/n,H4C14,HIST2H4
FRMPD4	PDZD10,PDZK10,KIAA0316
ZNF645	CBLL2
QTRTD1	QTRT2
TUSC5	TRARG1
WDTC1	ADP,DCAF9,KIAA1037
PRSS36	FLJ90661
CD48	hCD48,BCM1,mCD48,BLAST,SLAMF2
ZYG11A	ZYG11
DIAPH1	LFHL1,DFNA1,hDIA1
DOCK5	FLJ21034
RBM41	FLJ11016
C17orf62	CYBC1
MTL5	TESMIN
KRTAP12-3	KRTAP12.3
FPR2	ALXR,FMLPX,FMLP-R-II,LXA4R,FPRL1,FPRH2,FPR2A,HM63
RPLP0	LP0,P0,PRLP0,RPP0,L10E
TIMM8A	DFN1,DDP,MTS
ISCA1	hIscA,MGC4276,HBLD2,ISA1
TMEM144	FLJ11155
FBXO33	Fbx33
EFNA2	LERK6,EPLG6,ELF-1
FSTL3	FSRP,FLRG
EIF3C	EIF3S8,eIF3-p110
TCTN1	TECT1,JBTS13,FLJ21127
RIPPLY3	DSCR6
SLC22A25	MGC120420,UST6,HIMTP
KRTCAP3	KCP3
HINT3	FLJ33126,HINT4
SSH1	KIAA1298,SSH1L
KIR2DL4	CD158D,15.212,103AS
GUCY1A2	GUC1A2,GC-SA2
CD226	PTA1,DNAM1,DNAM-1,TLiSA1
HMCES	C3orf37,DC12,SRAPD1
TCEAL4	FLJ21174,WEX7
CST11	CTES2,CST8L,dJ322G13.6
FABP5	E-FABP,PA-FABP,KFABP
MRPL1	BM022
KRR1	RIP-1,HRB2
ATP6V0E2	C7orf32,ATP6V0E2L
KMT2D	MLL4,ALR,MLL2,CAGL114,TNRC21
DUX4L1	DUX4
RHOD	Rho,ARHD,RhoHP1
TMEM244	C6orf191,bA174C7.4
ZFP69	ZNF642,ZKSCAN23A,FLJ16030,ZFP69A,ZSCAN54A
ALOX5	5-LOX
FASTKD2	KIAA0971
MYO1A	DFNA48,MYHL
SAP25	FLJ00248
CELF1	EDEN-BP,NAPOR,CUGBP,hNab50,CUG-BP,BRUNOL2,CUGBP1,NAB50
THAP6	MGC30052
CGB	CGB3
HIST1H2AM	H2AC17,H2AFN
MAF	c-MAF
PLIN5	LSDA5,LSDP5,OXPAT,MLDP
ISX	RAXLX
KLF12	AP2REP,AP-2rep,HSPC122
MCUR1	CCDC90A,FLJ20958,C6orf79
PLK1	PLK
OR1A1	OR17-7
SPATA9	FLJ35906,NYD-SP16
LDB1	CLIM2,NLI
GNG7	FLJ00058
EVC2	LBN
NUPR1	COM1,p8
GMDS	SDR3E1,GMD
KTN1	CG1,KIAA0004,KNT
SLC5A11	SGLT6,SMIT2,KST1
IL27	IL27p28,IL-27,p28,IL27A,IL30,MGC71873,IL-27A
MAB21L1	CAGR1
MBD5	KIAA1461,FLJ11113
GPRC5B	RAIG-2
MVB12A	FAM125A,FLJ32495
LETMD1	HCCR,SLC55A3,HCCR-2,HCCR-1,HCCR2,HCCR1
ZNF780B	ZNF779
MNX1	HOXHB9,SCRA1,HB9,HLXB9
SLC30A5	ZnT-5,ZNTL1,FLJ12496,ZTL1,MGC5499,ZNT5,FLJ12756
SLC25A12	Aralar
KIZ	NCRNA00153,C20orf19,HT013,PLK1S1
FAM153A	NY-REN-7
UBE2O	E2-230K
LRRTM4	FLJ12568
ACSM5	FLJ20581
ORC6	ORC6L
BPIFB6	BPIL3,LPLUNC6
TAS2R16	T2R16
NR2C2	hTAK1,TR2R1,TR4,TAK1
TSPAN31	SAS
ZNF582	FLJ30927
SLC2A5	GLUT5
KALRN	DUET,HAPIP,Hs.8004,Kalirin,duo,ARHGEF24,TRAD
MMRN1	EMILIN4,ECM,GPIa*,MMRN
GRPEL1	FLJ25609,GrpE,hMGE
TMEM63B	C6orf110,DKFZp434P0531,dJ421H19.2
FAM200B	C4orf53
BBIP1	NCRNA00081,BBIP10,BBS18,bA348N5.3
GPR137	C11orf4,TM7SF1L1,GPR137A
SH2D1B	EAT2
CLN8	FLJ39417,EPMR,TLCD6,C8orf61
PSMC3	TBP1,TBP-1
OR14I1	OR5BU1,OR5BU1P
TRABD2A	C2orf89,TIKI1
TMEM101	MGC4251,FLJ23987
CD320	8D6A,8D6
ZNF138	pHZ-32
TUBB	OK/SW-cl.56,MGC16435,M40,Tubb5
RPL23	L23,rpL17
LTN1	LISTERIN,KIAA0714,C21orf10,FLJ11053,RNF160,ZNF294,C21orf98
TDP2	TTRAP
THYN1	THY28
LIMK1	LIMK
CSHL1	CSHP1,CS-5,CSL,MGC149868,hCS-L
SHCBP1L	C1orf14
YARS	YARS1
LTF	HLF2
GALNT18	GALNT15,GALNTL4,GalNAc-T18,MGC71806
TJAP1	PILT,TJP4
RPL12	L12
APEX2	ZGRF2,XTH2,APE2,APEXL2
ACY3	ACY-3,MGC9740,HCBP1
MMP8	CLG1
KRTAP4-6	KAP4.15,KAP4.6,KRTAP4-15
OMG	OMGP
ZCCHC2	FLJ20222,FLJ20281,KIAA1744,C18orf49
GH1	GH,GH-N,hGH-N,GHN
PCDH12	VE-cadherin-2
CNRIP1	CRIP1b,CRIP1a,C2orf32,CRIP1,DKFZP566K1924
HMGN3	TRIP7
CENPBD1	MGC16385
C2CD2L	TMEM24,KIAA0285
DOK3	FLJ22570
RHOT1	FLJ11040,ARHT1,MIRO-1,MIRO1
CCL19	ELC,CKb11,SCYA19,MIP-3b,exodus-3
KLK6	neurosin,Bssp,PRSS9,Klk7,PRSS18
ZNF326	Zfp326,ZIRD,ZAN75,FLJ20403
HAMP	HEPC,LEAP1,LEAP-1,HFE2B
IL36B	IL1F8,IL1-ETA,FIL1,MGC126882,IL-1H2,FILI-(ETA),IL-1F8,IL1H2,MGC126880
NDUFA9	SDR22E1,NDUFS2L,COQ11,CI-39k
PRSS33	EOS
PITX3	ASMD
WDR35	FAP118,KIAA1336,MGC33196,IFT121,IFTA1
TMEM178B	DKFZp547G036
NSUN4	MGC22960,SHTAP
AMER2	FLJ25477,FAM123A
ZNF503	FLJ45745,MGC2555,Nlz2
ITCH	AIP4
RPL26L1	RPL26P1
STT3A	TMC,STT3-A,ITM1,MGC9042
CCNA2	CCN1,CCNA
BHLHE40	STRA13,Clast5,DEC1,SHARP2,BHLHB2
CHST5	FLJ22167,I-GLCNAC-6-ST
GAL3ST4	FLJ12116
KRTAP20-1	KAP20.1
PCYOX1	PCL1,KIAA0908
KRTAP21-1	KAP21.1
IL2RB	CD122,IL15RB
FUZ	FLJ22688,CPLANE3,Fy
LSM12	FLJ30656
RSL1D1	L12,DKFZP564M182,PBK1,UTP30,CSIG
SSU72	HSPC182
HSPA4	HSPH2,HS24/P52
GKAP1	GKAP42,FKSG21
SLC7A1	REC1L,CAT-1,ATRC1,ERR,HCAT1
SATB2	KIAA1034,FLJ21474
FAM122C	RP3-473B4.1
KCNK13	THIK1,K2p13.1,THIK-1
TMLHE	XAP130,FLJ10727,TMLH,BBOX2
ASAP1	KIAA1249,ZG14P,CENTB4,DDEF1,PAP
KRT20	K20,MGC35423,CK20
HSD11B2	SDR9C3
NR5A2	FTF,B1F2,FTZ-F1beta,FTZ-F1,hB1F-2,LRH-1,hB1F,LRH1
RPL10A	NEDD6,Csa-19,L10A
ZCCHC3	C20orf99,dJ1103G7.7
TUBA4A	H2-ALPHA,FLJ30169,TUBA1
ZNF550	MGC41917
ETF1	ERF,RF1,ERF1,TB3-1,SUP45L1,eRF1
RNF20	FLJ20382,hBRE1,FLJ11189,KAIA2779,BRE1A,BRE1
CCNO	UNG2,FLJ22422,CCNU,UDG2
PRKD2	HSPC187,PKD2,DKFZP586E0820
TRIM56	RNF109
PER2	KIAA0347
FLNA	FLN,ABP-280,OPD1,OPD2,FLN1
LSAMP	IGLON3,LAMP
TMC6	EVIN1,TNRC6C-AS1,LAK-4P,EVER1
PYROXD1	DKFZp762G094,FLJ22028
IDH3B	RP46
MYCBPAP	AMAP-1,DKFZp434N1415
SQSTM1	p62B,PDB3,OSIL,p62,p60,A170
NVL	NVL2
MED4	VDRIP,TRAP36,HSPC126,DRIP36
NAGA	D22S674
MGAT4B	GnT-Ivb
FBXO9	NY-REN-57,FBX9
HBE1	HBE
SLFN12	FLJ10260
ESRRB	ESRL2,NR3B2,ERRb,ERR2,DFNB35,ERRbeta
KIAA0930	C22orf9,bK268H5.C22.1
SP110	IFI41,IFI75
MFSD11	FLJ22196,FLJ20226
F8A1	DXS522E,F8A
BRD2	KIAA9001,NAT,D6S113E,BRD2-IT1,FSRG1,RING3
IGBP1	α4,IBP1
IER2	ETR101
FCGR1A	CD64A,CD64
GABARAP	ATG8A,MM46
AGR3	hAG-3,BCMP11,HAG3,PDIA18
ARID3A	DRIL1,BRIGHT
CEACAM20	UNQ9366
TPRG1	FLJ43694,FAM79B,FLJ41238
NDRG2	KIAA1248,SYLD
C12orf29	DKFZp434N2030
RTEL1	bK3184A7.3,NHL,KIAA1088,RTEL,C20orf41,DKFZP434C013
NPRL3	CGTHBA,HS-40,C16orf35,MARE,RMD11,NPR3
MROH9	C1orf129,FLJ23550,ARMC11
OR2F2	OR7-1
NRSN1	VMP,p24
ZNF114	MGC17986
DYNC2LI1	LIC3,D2LIC,DKFZP564A033,CGI-60
DUSP23	FLJ20442,DUSP25
NOXRED1	FLJ32809,C14orf148
ISG15	G1P2,UCRP,IFI15
EDIL3	DEL1
TMEM54	CAC-1
TOR1A	DYT1,DQ2
GCG	GRPP,GLP1,GLP2,GLP-1
KRTAP5-8	KRTAP5-2,KRTAP5.8,UHSKerB
MYLK4	SgK085
ANKH	CCAL2,CPPDD,SLC62A1,CMDJ,ANK,HANK
JUN	c-Jun,AP-1
LMNTD2	MGC35138,C11orf35
TRAF3IP1	FAP116,IFT54,DKFZP434F124,MIPT3,MIP-T3
FAM98A	DKFZP564F0522
HMGB1	DKFZp686A04236,SBP-1,HMG3,HMG1
GPR155	DEP.7,FLJ31819,PGR22,DEPDC3
NRG1	GGF,NRG1-IT2,NDF,HGL,HRG
KCNK1	DPK,K2p1.1,TWIK-1
TNFSF15	TL1A,MGC129935,TL1,VEGI192A,MGC129934,VEGI
CDH18	EY-CADHERIN,CDH14
TNRC6C	KIAA1582,FLJ20015
RAD54B	RDH54
SSUH2	C3orf32,fls485,ssu-2
ZFYVE27	SPG33,FLJ32919
POLDIP3	PDIP3,SKAR,KIAA1649,PDIP46
GCSAML	FLJ44728,C1orf150
PDIA4	ERP70,ERP72
TCTN2	FLJ12975,MKS8,TECT2,C12orf38,JBTS24
TESPA1	KIAA0748,ITPRID3
SPTLC1	hLCB1,HSN1,HSAN1,SPTI,LCB1
KCNC3	SCA13,Kv3.3
MAPT	DDPAC,TAU,FTDP-17,MGC138549,PPP1R103,tau,MSTD,MTBT2,FLJ31424,MAPTL,MTBT1,PPND
ZNF668	FLJ13479
C12orf75	OCC-1,OCC1,AGD3
CSNK1A1L	MGC33182
IMMT	Mic60,MICOS60,P87,P89,HMP,MINOS2
BUB1	hBUB1,BUB1L,BUB1A
ACTR1B	Arp1B,CTRN2
EIF3L	EIF3S6IP,EIF3EIP,HSPC021,EIF3S11,HSPC025
PRDM9	ZNF899,MSBP3,PFM6,KMT8B
ALDH1L2	mtFDH,FLJ38508
RAB11FIP3	Rab11-FIP3,KIAA0665,eferin
CNGA4	CNGB2,OCNCb,CNG5,CNCA2,OCNC2
PCDHA7	CNR4,CRNR4,CNRS4
RGPD5	RGP5,BS-63,DKFZp686I1842
MNT	ROX,MAD6,MXD6,bHLHd3,lncRNA-HAL
ATP6V0E1	M9.2,ATP6V0E,ATP6H
SLC17A7	VGLUT1,BNPI
GTF2A1L	ALF
FAM165B	SMIM11,C21orf51,SMIM11A
BRD1	BRL,BRPF2
CAPN6	CANPX,CAPNX,CalpM
PCDHA5	PCDH-ALPHA5,CNR6,CRNR6,CNRN6,CNRS6
BRINP1	DBC1,FAM5A,DBCCR1
DHFRL1	DHFRP4,DHFR2
B3GALNT1	beta3Gal-T3,galT3,B3GALT3,GLOB,P1
DPH5	CGI-30
PPP1R9B	PPP1R9,PPP1R6,SPINO,Spn
HIST1H2BL	H2BFC,H2BC13
CCT2	Cctb
DDR2	NTRKR3,TKT,TYRO10
PUS3	FKSG32
CDHR2	FLJ20124,PCLKC,PC-LKC,PCDH24,FLJ20383
RFFL	RNF189,rififylin,RNF34L,CARP-2,CARP2,fring
TLR5	MGC126431,MGC126430,FLJ10052,SLEB1,TIL3
UGGT2	UGCGL2,MGC87276,FLJ11485,HUGT2,MGC117360,FLJ10873,MGC150689
RAB40A	RAR2A,Rar-2
RPS5	S5
KRTAP9-7	KRTAP9L1,KAP9.7
PPP1R16B	KIAA0823,ANKRD4,TIMAP
LRP2BP	DKFZp761O0113
SLC38A1	ATA1,SAT1,NAT2
EPSTI1	MGC29634,BRESI1
DCAF12L2	WDR40C
HNF4G	NR2A2
FBXW8	FBW8,FBXO29,FBX29,FBW6
RFC1	RFC140,MHCBFB,PO-GA,A1
C5orf63	YDR286C,FLJ44606
DPH1	DPH2L,DPH2L1,OVCA1
ZNF155	pHZ-96
FAM181B	MGC33846,LOC220382
PCSK9	NARC-1,HCHOLA3,FH3
CYTH3	cytohesin-3,PSCD3,GRP1,ARNO3
KCTD5	FLJ20040
NUP214	D9S46E,CAN,CAIN,N214
DHX57	DDX57
PROCR	CCD41,CD201,EPCR
DMRT1	DMT1,CT154
TMEM33	FLJ10525,Pom33
MMP15	MT2-MMP,MTMMP2,SMCP-2
TSC22D1	TGFB1I4,MGC17597,TSC22
TBX1	CATCH22,VCF
LPIN2	KIAA0249
ZBTB25	C14orf51,ZNF46,KUP
OGFR	7-60
ELL2	MRCCAT1
AGGF1	GPATC7,FLJ10283,HSU84971,VG5Q,GPATCH7
PITX1	PTX1,POTX,BFT
OLFM2	OlfC,NOE2
SPINT2	Kop,HAI-2
GALNT14	FLJ12691,GalNac-T10,GalNac-T14
AMD1	SAMDC
H2AFY2	MACROH2A2
RHOV	ARHV,WRCH2,Chp
C19orf60	REX1BD
TRIM50	TRIM50A,FLJ32804
CYP17A1	S17AH,CYP17,CPT7,P450C17
TRPM2	NUDT9H,LTRPC2,TRPC7,NUDT9L1,KNP3,EREG1
FAM132B	ERFE
MRI1	Ypr118w,MRDI,MGC3207,mtnA
SLAMF8	BLAME,CD353,SBBI42
CPTP	GLTPD1,MGC10334
AMIGO2	DEGA,ALI1
RRAGA	FIP-1,RAGA
SP7	OSX,osterix
ZNF248	bA162G10.3
HNRNPL	HNRPL
KRT38	KRTHA8
ADAMTSL2	KIAA0605
DBF4B	ASKL1,DRF1,ZDBF1B,chifb,FLJ13087
FAM21C	WASHC2C
COMMD8	FLJ20502
ZNF256	BMZF-3
ERCC6L	PICH,FLJ20105,RAD26L
CABS1	C4orf35,FLJ32897,CLPH,NYD-SP26
LRRC45	MGC20806
DEGS1	DES1,Des-1,FADS7,DEGS-1,MLD
ASTN1	ASTN
TRIM16	EBBP
PSMG1	DSCR2,c21-LRP,PAC1,LRPC21
CERKL	RP26
ABR	MDB
CARKD	NAXD
TMEM97	MAC30
PAG1	PAG,CBP
VSX2	RET1,CHX10,HOX10
ASPG	C14orf76
PDHA1	PDHA
ZNF569	FLJ32053,ZAP1,Zfp74
ZNF804B	FLJ32110
JMJD1C	KIAA1380,KDM3C,DKFZp761F0118,TRIP8,FLJ14374
SMARCAD1	DKFZP762K2015,DKFZp762K2015,KIAA1122,ETL1
NFYA	NF-YA,CBF-B,HAP2
CDK9	TAK,C-2k,PITALRE,CDC2L4
NIF3L1	MDS015,CALS-7,ALS2CR1
FBXO10	FBX10
DFFA	DFF45,DFF1,ICAD,DFF-45
RD3L	TDRD9AS1,TDRD9-AS1
KRTCAP2	KCP2
NUP37	MGC5585,FLJ22618
SETD9	C5orf35,MGC33648
C10orf142	LINC02881
EBF4	COE4,O/E-4,RP5-860F19.3,KIAA1442
OR7A17	HTPCRX19
MAST2	KIAA0807,MAST205
FMR1	FRAXA,POF,MGC87458,FMRP,POF1
CLIP4	RSNL2,FLJ21069
NUPR1L	NUPR2
KRTAP3-2	KAP3.2
ZNF354A	KID1,KID-1,HKL1,TCF17,EZNF
CCDC88B	FLJ00354,GIPIE,FLJ37970,BRLZ,HkRP3,CCDC88
TTC4	CNS1,FLJ41930,MGC5097
MIP	AQP0,LIM1,MP26
PARD3	Bazooka,Baz,PAR3,PPP1R118,ASIP,PARD3A
ZFHX4	FLJ20980,ZFH4
KRTAP6-3	KAP6.3
SUV39H1	SUV39H,KMT1A
ODF3B	FAP123
ICK	CILK1
TMSB10	TB10
DISP1	MGC16796,MGC13130,DISPA,DKFZP434I0428
DTX3L	RNF143,BBAP
VCAM1	CD106
HMP19	CALY3,NSG2
C2orf81	LOC388963,hCG40743
ATL3	DKFZP564J0863
RPAP1	DKFZP727M111,FLJ12732,KIAA1403,MGC858
IRAK4	NY-REN-64
NAGPA	APAA,UCE
LIN52	C14orf46
SH3BGR	21-GARP
